Company,Time,Financial Distress,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,12,4.6238,1.5302,0.36326,0.47999,1.6375,0.33378,0.23701,0.8214,0.22184,0.69857,0.44568,0.68402,411.64,0.52001,0.92305,9.8537,0.20384,4.6006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,13,1.8256,1.2774,0.21041,0.51976,1.3596,0.1926,0.13029,0.56561,0.15476,0.43813,0.28744,0.6,213.37,0.48024,1.0823,16.418,0.14167,4.1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,14,0.94039,1.6619,0.30225,0.44862,1.2553,0.15745,0.25466,0.93096,0.24077,0.54816,0.34401,0.63941,8.4849,0.55138,0.81363,13.354,0.12543,4.5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1,0.8663,0.97534,0.15041,0.81016,1.6769,0.1001,-0.019827,0.62321,0.089696,0.79232,0.078049,0.78404,7.0458,0.18984,4.2676,4.7303,0.059695,6.7804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2,0.9609,1.0164,0.099071,0.84339,1.2087,0.081899,0.013743,0.77818,0.081963,0.63258,0.069,0.85054,2.1652,0.15661,5.3851,3.2153,0.067756,6.6303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,3,0.9796,0.97912,0.086703,0.86862,1.4572,0.10379,-0.018051,0.6607,0.0595,0.65993,0.061257,0.84646,3.3324,0.13138,6.6114,3.4118,0.071224,5.5816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4,1.08,0.9753,0.065243,0.83502,1.8547,0.1137,-0.020444,0.64178,0.035177,0.39546,0.077714,0.80711,1.8644,0.16498,5.0613,4.7766,0.061303,6.6588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,5,0.74258,1.1915,0.090184,0.70861,2.6232,0.12408,0.13324,0.70974,0.034379,0.3095,0.085512,0.82918,2.1828,0.29139,2.4319,10.266,0.0473,7.6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,6,-0.2849,1.2206,0.15967,0.66196,2.733,0.24771,0.14277,0.65501,0.058423,0.47235,0.13811,0.78991,5.6938,0.33804,1.9582,9.8316,0.090634,8.9873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,7,-0.3149,0.94798,-0.069537,0.88124,1.8084,-0.011718,-0.044986,0.53237,-0.038453,-0.58553,-0.042822,0.81988,-0.23389,0.11876,7.4204,6.2665,-0.0064798,6.8579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,8,-0.30228,0.96777,-0.013074,0.88492,1.202,0.021319,-0.027829,0.52889,-0.010877,-0.11361,-0.047674,0.83551,0.43466,0.11508,7.6898,4.8048,0.017737,4.1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,9,-0.22134,1.146,0.0020742,0.87299,1.4304,0.065799,0.10524,0.79365,0.0014501,0.016331,-0.049682,0.82616,1.8151,0.12701,6.8737,5.2487,0.046,9.9151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,10,2.4538,1.038,0.11365,0.87684,1.8346,0.23238,0.03167,0.72375,0.061949,0.9228,-0.031932,0.86468,4.2014,0.12316,7.1196,6.7914,0.12666,9.9893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,11,7.0531,1.4104,0.27354,0.68291,1.8647,0.63583,0.26591,0.77406,0.14669,0.86264,0.21894,0.91376,9.0431,0.31709,2.1537,6.2339,0.34098,5.9168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,12,1.1866,2.0463,0.36314,0.49059,1.4205,0.41985,0.47021,1.2814,0.25564,0.71286,0.44069,0.91961,15.998,0.50941,0.96304,6.3479,0.29556,4.8184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,13,-2.4586,1.2172,-0.05143,0.73542,1.0898,-0.052183,0.14654,0.56567,-0.047192,-0.19439,0.074075,0.82123,-41794,0.26458,2.7796,6.2125,-0.047882,2.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,0.068,1.4438,0.055267,0.57172,0.99115,0.083006,0.2189,0.56307,0.055761,0.12904,0.016263,0.7121,2.7916,0.42828,1.3349,5.6417,0.083748,2.0154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2,0.068,1.5411,0.032794,0.57009,0.93914,0.066097,0.26617,0.56709,0.034919,0.076281,0.022048,0.75808,2.2651,0.42991,1.3261,4.9921,0.070381,1.7723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,3,0.070143,1.2741,0.018993,0.63195,0.90341,0.042354,0.15872,0.6066,0.021024,0.051606,0.018815,0.73783,1.2794,0.36805,1.7171,3.4922,0.046883,2.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4,0.077357,1.2337,0.00014892,0.69134,0.57765,0.036799,0.15067,0.46227,0.0002578,0.00048247,0.016249,0.79542,0.88996,0.30866,2.2398,2.5566,0.063705,1.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,5,0.010774,1.3288,0.0020271,0.68045,0.71701,0.053079,0.20407,0.64042,0.0028271,0.0063436,0.018448,0.82475,1.069,0.31955,2.1294,2.0722,0.074028,1.6194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,6,0.0083929,1.2665,0.0011585,0.70067,0.63738,0.0226,0.1806,0.51853,0.0018177,0.0038705,0.0029535,0.85838,0.48768,0.29933,2.3408,1.8759,0.035457,1.2412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,7,-0.13726,1.2202,0.00090985,0.70778,0.60618,0.052212,0.15089,0.56173,0.0015009,0.0031136,0.0022507,0.83623,0.96093,0.29222,2.4221,1.776,0.086133,1.2142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,8,-0.14905,1.1835,-0.035989,0.75237,0.5761,0.026792,0.13292,0.63156,-0.06247,-0.14533,-0.036004,0.85726,0.36111,0.24763,3.0383,1.8635,0.046507,1.3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,9,1.1462,1.1423,0.0033189,0.79695,0.59639,0.059857,0.10952,0.40344,0.005565,0.016345,-0.032463,0.87942,0.94494,0.20305,3.9249,2.1146,0.10037,0.99138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,10,0.73196,3.507,0.22215,0.60606,0.52416,-0.0077745,0.62492,1.3393,0.42383,0.56392,0.20095,0.8742,-0.24474,0.39394,1.5384,1.8557,-0.014832,1.1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,11,0.77488,1.797,-0.0079165,0.74896,0.34182,0.032481,0.40117,0.59622,-0.02316,-0.031535,0.10026,0.90453,0.75326,0.25104,2.9835,1.2795,0.095025,0.75997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12,0.018741,2.2937,0.0079027,0.65461,0.73661,0.047,0.49583,0.90077,0.010728,0.02288,0.14269,0.8791,1.039,0.34539,1.8952,2.2034,0.063805,1.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,13,0.029524,1.5587,0.0048824,0.71257,0.97306,0.06083,0.32823,0.70364,0.0050176,0.016987,0.0050004,0.91574,0.59445,0.28743,2.4792,2.4141,0.062515,1.8883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,14,-0.1568,1.3925,0.0076436,0.71331,0.93696,0.042058,0.26313,0.73904,0.0081579,0.026662,0.0077689,0.93359,1.199,0.28669,2.4881,1.9048,0.044887,1.8329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1,0.019965,0.99126,0.2218,0.60638,0.74752,0.066234,-0.0033807,0.6947,0.29671,0.56347,0.04644,0.38336,6.131,0.39362,1.5405,6.4072,0.088604,5.9317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2,0.01958,0.51857,0.028174,0.63565,0.48242,0.041975,-0.22642,0.19414,0.058402,0.077327,0.0037251,0.24388,2.8937,0.36435,1.7446,6.7358,0.087008,3.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3,0.013157,0.51962,0.042753,0.68074,0.57884,0.068281,-0.29961,0.21452,0.07386,0.13391,0.0031748,0.32409,4.6583,0.31926,2.1322,5.545,0.11796,3.2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4,0.20767,0.67697,0.009371,0.56029,0.6623,0.06026,-0.17151,0.23403,0.014149,0.021312,0.0036797,0.35944,1.2262,0.43971,1.2742,6.9852,0.090985,2.8178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,5,0.29809,1.0367,0.076,0.52086,0.74581,0.14491,0.017962,0.49363,0.1019,0.15862,0.055936,0.50745,2.5664,0.47914,1.0871,5.0262,0.1943,2.2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,6,0.20898,1.5034,0.10369,0.43946,0.80394,0.14039,0.20533,0.87664,0.12898,0.18498,0.095052,0.61321,5.0599,0.56054,0.78398,4.1233,0.17463,2.8146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,7,0.23318,1.4539,0.068895,0.4845,0.76352,0.096261,0.20537,0.60477,0.090233,0.13365,0.064124,0.65784,4.2008,0.5155,0.93986,6.3204,0.12608,1.7353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,8,0.27581,0.89499,0.054182,0.56712,0.50381,0.085213,-0.056994,0.40981,0.10754,0.12517,0.058859,0.48575,3.0646,0.43288,1.3101,3.6447,0.16914,1.5182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,9,0.36421,1.257,0.041355,0.63868,0.58017,0.055794,0.095279,0.75275,0.071281,0.11445,0.056376,0.46605,1.9499,0.36132,1.7676,2.9283,0.096169,2.7347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,10,0.79194,1.3161,0.061319,0.61109,0.7919,0.097114,0.12004,0.76506,0.077433,0.15767,0.07571,0.4998,4.3192,0.38891,1.5713,4.3114,0.12263,4.3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,11,1.274,1.251,0.14152,0.58685,0.85569,0.19679,0.10701,0.62742,0.16539,0.34254,0.14234,0.53334,8.3059,0.41315,1.4204,6.2818,0.22997,2.6387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12,1.3832,1.8993,0.18026,0.5088,1.1626,0.23135,0.31254,1.1117,0.15504,0.36697,0.22505,0.66008,10.517,0.4912,1.0358,5.5375,0.19898,4.2491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,13,1.3155,1.9159,0.18025,0.52008,1.1369,0.20347,0.32927,1.0654,0.15855,0.37559,0.22971,0.68878,12.145,0.47992,1.0837,4.8925,0.17897,3.4145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,14,0.70725,1.6375,0.17505,0.59071,0.89374,0.14207,0.28358,0.72257,0.19586,0.4277,0.19078,0.72846,7.4089,0.40929,1.4433,3.7777,0.15896,2.2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,0.17588,0.55094,0.081252,0.73983,0.5599,0.11055,-0.31536,0.34306,0.14512,0.3123,0.010017,0.38691,1.978,0.26017,2.8436,2.6439,0.19744,3.4486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2,0.11954,0.43567,0.026341,0.79981,0.43473,0.066893,-0.4366,0.26575,0.060592,0.13158,0.013252,0.33706,1.0757,0.20019,3.9951,2.4491,0.15387,2.7285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,3,0.16661,0.41864,0.036972,0.81469,0.49178,0.068608,-0.46187,0.26868,0.075181,0.19951,0.016126,0.33259,0.90543,0.18531,4.3962,2.5684,0.13951,3.5382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4,0.34467,0.4965,0.025557,0.81487,0.54199,0.052889,-0.41029,0.33432,0.047154,0.13805,0.024391,0.40458,0.54334,0.18513,4.4016,2.2943,0.097581,3.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,5,0.19503,0.49696,0.040255,0.79049,0.53289,0.090632,-0.39218,0.37686,0.075542,0.19214,0.049544,0.38744,0.94672,0.20951,3.7731,2.0032,0.17008,5.1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,6,-0.34793,0.78466,-0.043308,0.84194,0.4604,0.036943,-0.17224,0.54225,-0.094067,-0.27399,0.023805,0.62761,0.32022,0.15807,5.3264,1.7917,0.080241,2.4612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,7,-0.47967,0.74759,-0.039509,0.90604,0.44329,0.024976,-0.21581,0.58246,-0.089126,-0.42048,-0.04347,0.63917,0.28707,0.093962,9.6425,1.8609,0.056343,6.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,8,0.040729,0.61059,-0.048815,0.92925,0.36881,-0.0049956,-0.26801,0.41278,-0.13236,-0.68997,-0.054706,0.42024,-0.041263,0.07075,13.134,1.615,-0.013545,7.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,9,-2.7185,1.0025,0.29054,0.83699,0.39385,-0.072158,0.0014364,0.57889,0.73768,1.7823,0.0058201,0.58091,-0.61748,0.16301,5.1346,1.6029,-0.18321,3.8292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1,0.026703,0.99278,0.040276,0.71882,0.87546,0.091302,-0.0047535,0.64816,0.046005,0.14324,0.019165,0.65345,1.8267,0.28118,2.5565,2.3925,0.10429,3.7141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2,0.020268,1.1447,0.041613,0.66787,0.83788,0.070924,0.082014,0.61449,0.049665,0.12529,0.0081307,0.64867,2.2492,0.33213,2.0109,2.8074,0.084647,2.6836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,3,-0.046938,1.0655,0.015739,0.77056,0.63691,0.023832,0.046769,0.36576,0.024711,0.068595,0.004274,0.76098,0.93857,0.22944,3.3584,2.6685,0.037418,1.3377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4,-0.29,1.0725,-0.011495,0.71887,0.76724,0.0090285,0.049465,0.54211,-0.014983,-0.040889,-0.010059,0.73154,0.32707,0.28113,2.557,2.229,0.011768,2.2601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,5,-0.4477,0.98674,-0.056317,0.74101,0.90603,-0.024374,-0.0093128,0.4396,-0.062158,-0.21745,-0.099453,0.69312,-0.53028,0.25899,2.8611,3.2395,-0.026902,2.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,6,-0.33362,1.1572,0.014182,0.7683,0.71239,0.066001,0.096883,0.65348,0.019908,0.061211,-0.13884,0.71321,1.2233,0.2317,3.316,1.9302,0.092648,2.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,7,-0.3383,1.0595,0.025786,0.6978,0.79192,0.087779,0.038746,0.65566,0.032561,0.085327,-0.143,0.68985,1.3655,0.3022,2.3091,1.9439,0.11084,2.7952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,8,-0.3892,1.0551,0.0019453,0.70443,0.82051,0.053615,0.036037,0.46608,0.0023709,0.0065816,-0.14273,0.69053,1.0003,0.29557,2.3833,2.8859,0.065344,2.2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,9,-0.70187,1.3824,-0.020667,0.73623,0.74148,0.018734,0.16909,0.68251,-0.027873,-0.078351,-0.15802,0.61123,0.39145,0.26377,2.7911,2.9436,0.025266,2.5203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,-0.071,1.6253,0.024967,0.61639,0.79168,0.036247,0.30866,0.46829,0.031536,0.065084,0.0021034,0.80226,3.5242,0.38361,1.6068,4.3682,0.045786,1.2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2,-0.073889,1.3654,0.011008,0.70828,0.52721,0.043247,0.22349,0.43141,0.020879,0.037734,-0.021777,0.83516,1.462,0.29172,2.4279,3.5175,0.08203,0.89396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,3,-0.42756,1.3464,0.012944,0.71233,0.63227,0.033405,0.21833,0.38466,0.020472,0.044996,-0.022416,0.84858,0.72707,0.28767,2.4762,3.2074,0.052834,0.88893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,4,-0.34489,1.129,-0.0956,0.82219,0.56227,-0.049345,0.095833,0.3343,-0.17003,-0.53766,-0.12787,0.83864,-0.88816,0.17781,4.624,3.2478,-0.087761,0.96083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,5,-0.12327,1.0039,0.020822,0.73438,0.50792,-0.18706,0.0024628,0.3897,0.040994,0.07839,-0.086869,0.62703,-3.3639,0.26562,2.7648,3.8846,-0.36828,1.4224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,6,0.066733,1.534,0.034373,0.63407,0.73307,-0.011348,0.29269,0.70797,0.046889,0.093933,-0.050683,0.84085,-0.34328,0.36593,1.7327,2.6857,-0.01548,1.6886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,7,-0.013933,1.59,0.070724,0.60406,0.90019,0.10062,0.31856,0.58106,0.078566,0.17862,0.024387,0.8585,2.8962,0.39594,1.5257,3.4414,0.11177,1.4926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,8,-0.1518,1.5293,0.0034616,0.6409,0.75668,0.030367,0.3014,0.41137,0.0045747,0.0096397,-0.0049895,0.87082,0.8385,0.3591,1.7847,3.7648,0.040131,1.0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,9,-0.337,1.4422,-0.034931,0.69212,0.7098,0.013787,0.27136,0.41707,-0.049213,-0.11346,-0.054034,0.885,0.24108,0.30788,2.248,3.4472,0.019424,0.96866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,10,-1.6116,2.5101,-0.059647,0.66612,0.60484,-0.0038004,0.56581,0.73514,-0.098616,-0.17865,-0.10854,0.9405,-0.04563,0.33388,1.9951,2.881,-0.0062833,0.78157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1,1.1123,2.3683,0.2365,0.34477,0.88339,0.28136,0.38161,1.6703,0.26772,0.36095,0.23052,0.66051,36.265,0.65523,0.52618,4.2365,0.3185,2.8429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2,0.31219,3.0698,0.19748,0.33052,0.79913,0.24997,0.46255,2.3265,0.24712,0.29498,0.3366,0.68602,39.658,0.66948,0.49369,5.47,0.3128,3.4109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3,2.2606,1.1346,0.30079,0.65264,0.79615,0.29568,0.071261,0.60057,0.3778,0.86593,0.07679,0.60061,23.331,0.34736,1.8789,4.8538,0.37139,2.3808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4,1.2877,1.5398,0.32714,0.45534,0.61227,0.24584,0.16086,0.89525,0.53431,0.60063,0.36638,0.45883,17.388,0.54466,0.836,3.0148,0.40153,1.7776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,5,0.54768,2.1672,0.18362,0.36549,0.65012,0.21569,0.28549,1.2521,0.28243,0.28938,0.19045,0.53009,8.9289,0.63451,0.57601,2.5416,0.33177,1.7872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,6,0.55292,2.0536,0.20455,0.34632,0.6954,0.21748,0.26167,1.0755,0.29414,0.31292,0.22002,0.51002,14.701,0.65368,0.52981,3.2583,0.31274,1.8381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,7,0.37975,1.8006,0.16959,0.39537,0.79951,0.21828,0.25874,1.0034,0.21212,0.28048,0.20226,0.58191,19.786,0.60463,0.65391,3.4709,0.27302,2.1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,8,0.4334,1.656,0.12858,0.44315,0.67559,0.18228,0.26736,1.0607,0.19033,0.23091,0.13161,0.67494,12.734,0.55685,0.79582,2.384,0.2698,1.9258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,9,0.4846,1.5543,0.12666,0.43454,0.75838,0.18323,0.2209,1.1213,0.16701,0.22399,0.1476,0.6194,11.352,0.56546,0.76848,2.3732,0.24161,3.2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,10,0.5361,1.5125,0.15866,0.45081,0.86068,0.21149,0.20964,1.065,0.18434,0.2889,0.15549,0.61873,14.499,0.54919,0.82087,2.6799,0.24572,3.0575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,11,0.58984,1.4793,0.16269,0.47997,0.96033,0.23905,0.20973,1.095,0.16941,0.31285,0.15812,0.6473,12.042,0.52003,0.92297,2.748,0.24893,3.9285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12,0.78238,1.5531,0.18034,0.49808,1.0355,0.23152,0.24566,1.0885,0.17415,0.3593,0.16295,0.68984,19.199,0.50192,0.99236,2.6323,0.22358,3.6125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,13,0.049302,1.6868,0.1614,0.47568,1.1213,0.21906,0.28737,0.98129,0.14393,0.30783,0.20415,0.70579,18.518,0.52432,0.90723,3.6275,0.19535,2.9412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,14,0.079981,1.2644,0.02652,0.30935,0.54064,0.039993,0.073755,0.77931,0.049052,0.038398,0.031067,0.35274,15.991,0.69065,0.44791,3.3529,0.073974,3.4303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1,1.422,1.0286,0.053756,0.81162,1.0786,0.095574,0.020912,0.30958,0.04984,0.28536,0.015291,0.75089,1.1812,0.18838,4.3084,17.795,0.088612,2.4841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
